CryoSleep,Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Alone,Group_zero,RoomService_missing,FoodCourt_missing,ShoppingMall_missing,Cabin_missing,VIP_missing,TotalExpense_missing,TotalExpense,CabinSide,No_Spending,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars,Destination_55 Cancri e,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,GroupSize_1,GroupSize_2,GroupSize_3,GroupSize_4,GroupSize_5,GroupSize_6,GroupSize_7,GroupSize_8,CabinDeck_A,CabinDeck_B,CabinDeck_C,CabinDeck_D,CabinDeck_E,CabinDeck_F,CabinDeck_G,CabinDeck_T,Transported,kfold
1.0,0.3569856891692289,-0.33702544483852215,-0.2842737687877877,-0.2873167272969759,-0.27373585397312594,-0.2660977053944768,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.5140655447299861,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4
0.0,1.1162257875785615,-0.27852648305304695,4.242860802440646,0.6867830927458984,-0.17695928327542237,-0.15786218996009024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.396150735084224,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3
0.0,0.21894203491298664,-0.2275273881631455,-0.2842737687877877,1.5699228277253463,-0.27373585397312594,-0.16746372761959227,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04704665172069325,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2
0.0,1.3232912689629248,0.7414554147449821,-0.283653188311951,-0.1798184449492902,-0.27373585397312594,-0.24514889595556327,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22543431138810838,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3
0.0,-0.05714527359949793,-0.32502565780560416,0.320171614677119,-0.26747089055586465,-0.27197627996044044,-0.2599876359747937,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1562198994371513,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.0,0.14992020778486548,-0.28902629670685015,-0.2842737687877877,1.161429354804141,-0.27373585397312594,-0.2660977053944768,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.1901135547739602,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
0.0,-0.12616710072761908,1.5919403207030445,-0.2085629507357152,0.530786834152031,-0.27373585397312594,-0.2660977053944768,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.01172589510654505,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3
0.0,-0.3332325821119825,-0.33702544483852215,-0.283653188311951,-0.2873167272969758,-0.27373585397312594,0.28991861179668643,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2864428909943644,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1.0,1.1162257875785615,-0.33702544483852215,-0.2842737687877877,-0.2873167272969758,-0.27373585397312594,-0.2660977053944768,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5140655447299861,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2
0.0,-1.9897564331868898,-0.33702544483852215,-0.2842737687877877,-0.2873167272969758,-0.27373585397312594,-0.2660977053944768,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5140655447299861,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0
0.0,-1.0234508533931939,0.2809635873567543,-0.2842737687877877,-0.2856629075685499,-0.27373585397312594,0.32657902831478514,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12446689601635141,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3
1.0,-1.9207346060587687,-0.33702544483852215,-0.2842737687877877,-0.2873167272969758,-0.27373585397312594,-0.2660977053944768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5140655447299861,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
1.0,1.392313096091046,-0.33702544483852215,-0.2842737687877877,-0.2873167272969758,-0.27373585397312594,-0.2660977053944768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5140655447299861,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
1.0,0.011876553528623211,-0.33702544483852215,-0.2842737687877877,-0.2873167272969758,-0.27373585397312594,-0.2660977053944768,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.5140655447299861,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
0.0,-1.2995381619056785,-0.33702544483852215,-0.2842737687877877,-0.2873167272969758,-0.27373585397312594,-0.2660977053944768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5140655447299861,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2
1.0,-1.9207346060587687,-0.3370254448385221,-0.2842737687877877,-0.2873167272969758,-0.27373585397312594,-0.2660977053944768,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.5140655447299861,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2
0.0,-1.5066036432900418,-0.33702544483852215,-0.2842737687877877,-0.2873167272969758,-0.27373585397312594,-0.2660977053944768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5140655447299861,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
0.0,-0.5402980634963459,1.1329484666939316,-0.2830326078361144,-0.17320316603558647,-0.27373585397312594,-0.2660977053944768,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13909468410907946,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3
1.0,2.289596848756621,-0.33702544483852215,-0.2842737687877877,-0.2873167272969759,-0.27373585397312594,-0.2660977053944768,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.5140655447299861,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3
0.0,-0.9544290262650728,-0.33702544483852215,-0.14464316172453923,-0.2873167272969758,0.6042915783569481,-0.2660977053944768,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07772932918348865,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
0.0,0.3569856891692289,-0.30402603049799765,3.4845114609682475,-0.2873167272969758,0.9913978611477623,0.020202690270674756,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2905452405611144,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.9781821333223192,1.35044460666557,-0.2842737687877877,-0.06239724423104899,-0.23150607766867348,-0.2660977053944768,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04704665172069325,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.0,0.21894203491298664,-0.33702544483852215,0.24321963567337318,-0.1533573292944753,0.11073106779866002,0.12931107276501605,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13562231177873985,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2
0.0,1.2542694418348037,-0.01603114170796593,-0.2842737687877877,2.046222909512015,-0.27373585397312594,0.8066559112898868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5041712166516195,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.0,-1.8517127789306476,-0.33702544483852215,-0.2842737687877877,-0.2873167272969758,-0.27373585397312594,-0.2660977053944768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5140655447299861,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
0.0,-0.609319890624467,0.30714627411419115,-0.2842737687877877,2.6068677974484062,0.597253282306206,-0.2660977053944768,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.46349883024744887,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3
1.0,-0.05714527359949793,-0.33702544483852215,-0.2842737687877877,-0.2873167272969758,-0.27373585397312594,-0.2660977053944768,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5140655447299861,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3
0.0,-0.40225440924010364,0.8389536843874408,0.3139658099187524,-0.2873167272969758,0.5629415890588384,-0.2660977053944768,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44887104215472085,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
0.0,-0.9544290262650728,-0.33702544483852215,0.021051825323848947,-0.20793338033253106,-0.2561401138462707,0.08392198564737008,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.17120446284921417,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4
0.0,-0.609319890624467,0.4939598071910486,-0.16326057599963903,-0.2873167272969758,2.0189890845561056,-0.2660977053944768,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6829156516383694,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2
1.0,0.08089838065674435,-0.33702544483852215,-0.2842737687877877,-0.2873167272969758,-0.27373585397312594,-0.2660977053944768,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.5140655447299861,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4
1.0,-0.8163853720088304,-0.33702544483852215,-0.2842737687877877,-0.2873167272969758,-0.27373585397312594,-0.2660977053944768,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5140655447299861,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0
0.0,1.1162257875785615,-0.33702544483852215,-0.1824985707505755,-0.21289483951780885,1.9354093189535435,0.4802036308668176,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.761406221892032,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
1.0,1.8064440588597728,-0.33702544483852215,-0.2842737687877877,-0.2873167272969758,-0.27373585397312594,-0.2660977053944768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5140655447299861,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2
1.0,-1.7136691246744054,-0.33702544483852215,-0.2842737687877877,-0.2873167272969758,-0.27373585397312594,-0.2660977053944768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5140655447299861,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
1.0,-0.5402980634963459,-0.33702544483852215,-0.2842737687877877,-0.2873167272969758,-0.27373585397312594,-0.2660977053944768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5140655447299861,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
0.0,-0.5402980634963459,1.117948732902784,-0.2842737687877877,0.010370823819692048,-0.27373585397312594,-0.21023421355737407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08094030705750212,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4
1.0,-0.6783417177525882,-0.33702544483852215,-0.2842737687877877,-0.2873167272969758,-0.27373585397312594,-0.2660977053944768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5140655447299861,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2
0.0,0.42600751629735006,0.8479535246621293,-0.2842737687877877,-0.2873167272969758,-0.09345308032189804,-0.2660977053944768,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.23221304245547014,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
0.0,1.8754658859878939,-0.33702544483852215,-0.2147687554940818,-0.2873167272969758,0.9394904277735395,-0.15524358878022604,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0631969219537693,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2
0.0,0.4423204895009417,-0.3310255513220631,-0.2842737687877877,-0.28400908784012396,3.846306696730017,-0.2660977053944768,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.158853927631033,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,-0.2642107549838614,-0.33702544483852215,-0.2842737687877877,2.9177859063924814,-0.27373585397312594,-0.2652248383345221,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17772179946024982,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
0.0,-1.8517127789306476,-0.33702544483852215,-0.2842737687877877,-0.2873167272969758,-0.27373585397312594,-0.2660977053944768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5140655447299861,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2
1.0,0.6330729976817134,-0.33702544483852215,-0.2842737687877877,-0.2873167272969758,-0.27373585397312594,-0.2660977053944768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5140655447299861,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4
0.0,-0.12616710072761908,0.08146712793449273,0.09117741909339151,5.292671036412121,-0.022116770159096688,-0.2634791042146126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1081918322854871,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4
1.0,0.49502934342547117,-0.33702544483852215,-0.2842737687877877,-0.2873167272969758,-0.27373585397312594,-0.2660977053944768,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5140655447299861,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4
0.0,-0.47127623636822474,-0.2695266427783584,0.3958824327291915,-0.0425514074899378,0.937730853760854,-0.2652248383345221,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43745423193600624,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.0,2.289596848756621,-0.33702544483852215,0.08310987290751494,-0.2873167272969758,-0.258779474865299,-0.24427602889560854,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2878699922717037,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
1.0,-0.9544290262650728,-0.33702544483852215,-0.2842737687877877,-0.2873167272969758,-0.27373585397312594,-0.2660977053944768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5140655447299861,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
1.0,0.28796386204110774,-0.33702544483852215,-0.2842737687877877,-0.05679948353258433,-0.27373585397312594,-0.2660977053944768,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.5140655447299861,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
0.0,2.289596848756621,-0.33552547145940737,-0.18932495598477875,0.0384857592029329,-0.27373585397312594,0.13542114218469917,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22472076074943872,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4
1.0,-1.9897564331868898,-0.33702544483852215,-0.2842737687877877,-0.2873167272969758,-0.27373585397312594,-0.2660977053944768,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5140655447299861,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0
0.0,-0.7473635448807093,-0.33552547145940737,-0.12416400602192947,0.4502868715809901,-0.27373585397312594,-0.2660977053944768,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.26253894459893073,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2
0.0,-0.5402980634963459,2.5819227509187788,-0.2613122911818313,-0.2873167272969758,-0.27373585397312594,-0.24514889595556327,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20198252117501828,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
